,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
0,mk1x1wxy,1,http://www.speedrun.com/sm64/run/mk1x1wxy,2024-11-04T05:39:48Z,5728,5728,jn32931x,Suigi,Canada,N64,Yes
1,z00v01jz,2,http://www.speedrun.com/sm64/run/z00v01jz,2025-09-16T15:59:21Z,5730,5730,,,,N64,No
2,yv77ke4y,2,http://www.speedrun.com/sm64/run/yv77ke4y,2025-08-15T03:07:38Z,5730,5730,j2ylqn68,Karin,Japan,N64,Yes
3,yvx4o46z,4,http://www.speedrun.com/sm64/run/yvx4o46z,2024-07-07T17:33:13Z,5762,5762,kjprmwk8,Weegee,United States,N64,Yes
4,yv7jgrey,5,http://www.speedrun.com/sm64/run/yv7jgrey,2025-05-01T21:52:00Z,5793,5793,1xyd46wx,Kally,United States,N64,Yes
5,yj7ogody,6,http://www.speedrun.com/sm64/run/yj7ogody,2025-12-31T19:23:42Z,5796,5796,8wkzer38,Parsee02,Japan,N64,Yes
6,ydnp5jqm,7,http://www.speedrun.com/sm64/run/ydnp5jqm,2024-06-12T23:32:21Z,5804,5804,v814mkp8,cheese,Spain,N64,Yes
7,yv516qem,8,http://www.speedrun.com/sm64/run/yv516qem,2025-11-08T13:03:30Z,5806,5806,v81ddq38,Smau,Finland,N64,Yes
8,yd4107xy,9,http://www.speedrun.com/sm64/run/yd4107xy,2025-06-30T23:25:48Z,5807,5807,jo2mr9n8,marlene,,N64,Yes
9,yvxlr06z,10,http://www.speedrun.com/sm64/run/yvxlr06z,2024-09-29T17:44:24Z,5826,5826,zx77v7rx,simply,United States,N64,Yes
10,menw6l0m,11,http://www.speedrun.com/sm64/run/menw6l0m,2025-02-26T09:05:45Z,5827,5827,pj0zz298,BeastAssassin67,United States,N64,Yes
11,y2kedw7y,12,http://www.speedrun.com/sm64/run/y2kedw7y,2023-11-23T15:29:50Z,5837,5837,kj9yz0wx,Liam,United States,N64,Yes
12,mrxxrldm,13,http://www.speedrun.com/sm64/run/mrxxrldm,2024-10-06T18:08:39Z,5846,5846,48gev4rj,puncayshun,United States,N64,Yes
13,mkrooovz,14,http://www.speedrun.com/sm64/run/mkrooovz,2026-01-14T16:45:00Z,5858,5858,jmolpwo8,Raisn,Germany,EMU,Yes
14,z5kvqwdz,15,http://www.speedrun.com/sm64/run/z5kvqwdz,2023-11-13T15:12:15Z,5860,5860,kj9lkowj,batora,Japan,N64,Yes
15,zglxd1dm,16,http://www.speedrun.com/sm64/run/zglxd1dm,2024-03-21T19:42:58Z,5875,5875,dx35192j,Dezanig,Brazil,N64,Yes
16,mrdjx2gz,16,http://www.speedrun.com/sm64/run/mrdjx2gz,2025-04-23T01:50:46Z,5875,5875,8r7m4ldj,beeve,United States,N64,Yes
17,zqq6lg8z,18,http://www.speedrun.com/sm64/run/zqq6lg8z,2024-07-16T04:54:08Z,5901,5901,jm3lqln8,Mauir,Chile,EMU,Yes
18,mewvv6qm,19,http://www.speedrun.com/sm64/run/mewvv6qm,2024-02-12T11:54:55Z,5909,5909,kj92gmv8,Dowsky,United States,N64,Yes
19,y22v547y,20,http://www.speedrun.com/sm64/run/y22v547y,2024-03-20T11:39:31Z,5925,5925,7j40gpw8,tokumeiR,Antarctica,N64,Yes
20,mepjx8qy,21,http://www.speedrun.com/sm64/run/mepjx8qy,2025-11-21T21:17:47Z,5932,5932,j0n10kw8,jaquarium,United States,N64,Yes
21,ylx9nl2y,22,http://www.speedrun.com/sm64/run/ylx9nl2y,2024-07-14T06:13:12Z,5933,5933,e8e6edj0,GothicLogic,United Kingdom,N64,Yes
22,yj1660ny,23,http://www.speedrun.com/sm64/run/yj1660ny,2021-01-30T17:28:58Z,5934,5934,qxk45r6j,hokorobi,Japan,N64,Yes
23,m3rw82gm,23,http://www.speedrun.com/sm64/run/m3rw82gm,2021-06-26T23:42:27Z,5934,5934,zx76v0j7,Taggo,Sweden,N64,Yes
24,yj98g3nz,25,http://www.speedrun.com/sm64/run/yj98g3nz,2024-09-09T20:39:22Z,5938,5938,18q3zwqj,Dekudude,England,N64,Yes
25,yo6l0jjy,26,http://www.speedrun.com/sm64/run/yo6l0jjy,2021-09-24T14:00:24Z,5940,5940,98rp5e6j,Paracusia,Australia,N64,Yes
26,z0q6w0om,27,http://www.speedrun.com/sm64/run/z0q6w0om,2024-08-06T07:09:33Z,5942,5942,8v5253yj,taciturn,United States,EMU,Yes
27,yoo9q01y,28,http://www.speedrun.com/sm64/run/yoo9q01y,2023-10-19T19:03:35Z,5947,5947,zx7gnyx7,Dwhatever,Germany,N64,Yes
28,z0dqjvoy,29,http://www.speedrun.com/sm64/run/z0dqjvoy,2024-05-21T17:40:43Z,5949,5949,qj2w3rpj,BlueBob,Canada,N64,Yes
29,zn5r368z,30,http://www.speedrun.com/sm64/run/zn5r368z,2025-10-12T18:57:50Z,5951,5951,8lr0m1v8,Avatar,United States,N64,Yes
30,yj9ko9oz,31,http://www.speedrun.com/sm64/run/yj9ko9oz,2024-07-14T21:05:50Z,5959,5959,j51q9668,RianDiCielo,Panama,VC,Yes
31,y9ek9jez,31,http://www.speedrun.com/sm64/run/y9ek9jez,2025-07-19T17:38:00Z,5959,5959,xzld0398,ANYUJIN,Japan,N64,Yes
32,zxj8drky,33,http://www.speedrun.com/sm64/run/zxj8drky,2025-02-03T14:01:35Z,5961,5961,jo3v1n0j,Sabxander,Romania,N64,Yes
33,yv520xem,34,http://www.speedrun.com/sm64/run/yv520xem,2025-11-03T21:16:14Z,5962,5962,kjpqy9yx,Gainai,Germany,N64,Yes
34,me9gv8qz,35,http://www.speedrun.com/sm64/run/me9gv8qz,2021-03-10T04:46:11Z,5968,5968,1xyl49zj,Nebula,Australia,EMU,Yes
35,mr0eee8m,36,http://www.speedrun.com/sm64/run/mr0eee8m,2024-12-18T20:38:38Z,5971,5971,98rl4w38,HorrorDoesSpeedRuns,United States,N64,Yes
36,m7e2xp9z,37,http://www.speedrun.com/sm64/run/m7e2xp9z,2025-02-10T18:59:07Z,5984,5984,qjor2nj6,Odme_,United States,VC,Yes
37,y9e28w2z,38,http://www.speedrun.com/sm64/run/y9e28w2z,2025-05-05T05:17:30Z,5986,5986,j5vgqlw8,crazywhw,United States,N64,Yes
38,zgdl76vz,39,http://www.speedrun.com/sm64/run/zgdl76vz,2022-02-12T10:54:57Z,5991,5991,kjp9p28q,Sigotu,Poland,EMU,Yes
39,yvpqvdoy,39,http://www.speedrun.com/sm64/run/yvpqvdoy,2023-06-23T01:30:46Z,5991,5991,j03z503j,Taki,Canada,N64,Yes
40,z5glw7jm,41,http://www.speedrun.com/sm64/run/z5glw7jm,2024-10-15T02:00:08Z,5993,5993,qjn77418,sorichi,Japan,N64,Yes
41,m322jedy,41,http://www.speedrun.com/sm64/run/m322jedy,2026-01-25T05:52:51Z,5993,5993,qjonw238,EthanRTA,United States,N64,Yes
42,mkp3v5ly,43,http://www.speedrun.com/sm64/run/mkp3v5ly,2024-03-10T05:37:22Z,5994,5994,pj0l653j,FailmanFlo,Germany,N64,Yes
43,znqg927z,44,http://www.speedrun.com/sm64/run/znqg927z,2022-10-23T00:57:58Z,5997,5997,v815edqj,Terji,Faroe Islands,N64,Yes
44,mep0r58y,45,http://www.speedrun.com/sm64/run/mep0r58y,2025-12-30T00:23:24Z,6001,6001,48gqo07j,darkdog47,United States,N64,Yes
45,zxoron8z,46,http://www.speedrun.com/sm64/run/zxoron8z,2021-11-14T09:33:35Z,6003,6003,qxk3o980,nindiddeh,United States,N64,Yes
46,mkww1k5m,47,http://www.speedrun.com/sm64/run/mkww1k5m,2025-08-13T20:43:18Z,6004,6004,jpmk03yj,Zapy,Japan,N64,Yes
47,zn2pjd7z,48,http://www.speedrun.com/sm64/run/zn2pjd7z,2024-04-15T23:47:42Z,6020,6020,v8lgdovj,Drac,Brazil,N64,Yes
48,mk76r9vy,49,http://www.speedrun.com/sm64/run/mk76r9vy,2021-04-05T01:30:00Z,6021,6021,dx31lw78,RockChalk19,United States,N64,Yes
49,ywklo8py,50,http://www.speedrun.com/sm64/run/ywklo8py,2021-11-28T17:32:01Z,6025,6025,18q9317j,kagami,Japan,N64,Yes
50,z00vj18z,51,http://www.speedrun.com/sm64/run/z00vj18z,2025-09-15T01:06:27Z,6038,6038,8g2zm0rj,meephs,,N64,Yes
51,z0q19kem,52,http://www.speedrun.com/sm64/run/z0q19kem,2024-07-22T18:27:30Z,6039,6039,8e6vr17j,piegolds,Australia,EMU,Yes
52,znq5508z,53,http://www.speedrun.com/sm64/run/znq5508z,2022-10-30T11:34:48Z,6040,6040,pj0o24rj,Aleph64,Germany,VC,Yes
53,m7vn620m,53,http://www.speedrun.com/sm64/run/m7vn620m,2026-01-01T12:37:31Z,6040,6040,8q316z7j,dista,United States,N64,Yes
54,m756d39z,55,http://www.speedrun.com/sm64/run/m756d39z,2020-11-12T00:58:51Z,6043,6043,zxzpz50j,Fafel,Japan,N64,Yes
55,yvvdqd4y,56,http://www.speedrun.com/sm64/run/yvvdqd4y,2024-02-03T01:44:05Z,6046,6046,v816eo5x,Soda,,VC,Yes
56,y6jd8dpm,57,http://www.speedrun.com/sm64/run/y6jd8dpm,2025-06-10T04:14:38Z,6048,6048,xyreddzj,squimmie,United States,N64,Yes
57,mel2k72z,58,http://www.speedrun.com/sm64/run/mel2k72z,2023-08-03T18:58:44Z,6049,6049,xyrqdwmj,Zhilkan,Spain,EMU,Yes
58,y6jx420m,59,http://www.speedrun.com/sm64/run/y6jx420m,2025-07-05T02:02:32Z,6053,6053,pj0v59xw,Wilko,Germany,N64,Yes
59,y6j9pk0m,60,http://www.speedrun.com/sm64/run/y6j9pk0m,2025-06-12T09:19:13Z,6057,6057,jpm2m44j,happydude124,United States,EMU,Yes
60,y625xj1z,61,http://www.speedrun.com/sm64/run/y625xj1z,2023-05-23T09:52:28Z,6059,6059,18vkpkyj,KobrahCJ,United States,N64,Yes
61,m3wk0xqy,62,http://www.speedrun.com/sm64/run/m3wk0xqy,2025-02-22T21:28:39Z,6061,6061,xyrdnrnj,Chemus,Brazil,EMU,Yes
62,zp6qwonm,63,http://www.speedrun.com/sm64/run/zp6qwonm,2024-02-21T06:04:15Z,6062,6062,8d4ywn58,vitroncio,Brazil,N64,Yes
63,y68n55qz,64,http://www.speedrun.com/sm64/run/y68n55qz,2025-11-22T03:49:38Z,6063,6063,x7mo69vx,rig_,Canada,N64,Yes
64,yj9p0vnz,65,http://www.speedrun.com/sm64/run/yj9p0vnz,2024-09-02T04:57:46Z,6075,6075,5j5w6qnj,kryptic80,United States,N64,Yes
65,zpkpg3ny,66,http://www.speedrun.com/sm64/run/zpkpg3ny,2025-02-22T03:05:38Z,6076,6076,98r475gj,Blakeo2,England,N64,Yes
66,z0krjoom,67,http://www.speedrun.com/sm64/run/z0krjoom,2025-11-10T16:02:12Z,6087,6087,zx7nlkq8,bev_prune_,Australia,N64,Yes
67,zxq9oj8m,68,http://www.speedrun.com/sm64/run/zxq9oj8m,2024-02-14T19:02:55Z,6097,6097,qj2y1r68,JJsrl,United States,VC,Yes
68,mk5qk71m,69,http://www.speedrun.com/sm64/run/mk5qk71m,2021-10-04T11:55:08Z,6101,6101,18vk21yj,Tabascoth,Austria,N64,Yes
69,zp36e98m,70,http://www.speedrun.com/sm64/run/zp36e98m,2021-03-09T20:10:54Z,6103,6103,kjpqrr4x,Goldrush,Japan,N64,Yes
70,y6j4r11m,71,http://www.speedrun.com/sm64/run/y6j4r11m,2025-08-29T03:55:01Z,6105,6105,8r7412qj,Rynnoo,United States,N64,Yes
71,z1k0oo7y,72,http://www.speedrun.com/sm64/run/z1k0oo7y,2024-01-21T19:16:17Z,6109,6109,1xy1oozx,ringo792,United States,N64,Yes
72,yll80d3y,73,http://www.speedrun.com/sm64/run/yll80d3y,2024-02-01T09:13:30Z,6110,6110,0jmo9zn8,Redmoss,United States,N64,Yes
73,z0jqn4jy,74,http://www.speedrun.com/sm64/run/z0jqn4jy,2023-07-26T23:29:57Z,6114,6114,x353dr7j,Finnii602,Germany,VC,Yes
74,z0kl05em,75,http://www.speedrun.com/sm64/run/z0kl05em,2025-12-08T22:10:49Z,6115,6115,jm0wk0y8,Kayleee,Canada,N64,Yes
75,zg8ek7vy,75,http://www.speedrun.com/sm64/run/zg8ek7vy,2023-12-07T08:31:30Z,6115,6115,8geyo77j,Leysauce,United States,N64,Yes
76,z00gwk4z,77,http://www.speedrun.com/sm64/run/z00gwk4z,2025-09-03T01:16:18Z,6117,6117,xk4zke6j,ElDeve,Argentina,EMU,Yes
77,z0xvp5ez,78,http://www.speedrun.com/sm64/run/z0xvp5ez,2024-02-09T03:14:09Z,6119,6119,v8lem77x,Frost_Byte,United States,N64,Yes
78,z1qk139y,79,http://www.speedrun.com/sm64/run/z1qk139y,2023-02-21T03:49:51Z,6122,6122,kj9egwv8,Afrodafro,Norway,N64,Yes
79,ydookowz,80,http://www.speedrun.com/sm64/run/ydookowz,2026-01-26T17:20:41Z,6126,6126,jo1o36nx,noso,Australia,EMU,Yes
80,yje0lw7m,81,http://www.speedrun.com/sm64/run/yje0lw7m,2025-04-08T02:31:51Z,6127,6127,jp4q645j,GoodGrieth,,N64,Yes
81,6yj9rdzd,82,http://www.speedrun.com/sm64/run/6yj9rdzd,,6129,6129,pj02nmw8,nero_x2,Japan,N64,Yes
82,yvj908oy,83,http://www.speedrun.com/sm64/run/yvj908oy,2018-08-11T15:02:19Z,6130,6130,qjop4q3x,groovy31,Finland,N64,Yes
83,yl99de3y,84,http://www.speedrun.com/sm64/run/yl99de3y,2017-05-04T02:36:10Z,6133,6133,5j52e9qj,GUTOA,Japan,N64,Yes
84,zx722n5y,85,http://www.speedrun.com/sm64/run/zx722n5y,2022-04-27T03:54:06Z,6134,6134,v8lq4k7x,badroenis,United States,N64,Yes
85,yj3r6k7z,86,http://www.speedrun.com/sm64/run/yj3r6k7z,2020-02-12T11:57:28Z,6143,6143,5j5v2nz8,Shans,Australia,EMU,No
86,y2r55d7m,86,http://www.speedrun.com/sm64/run/y2r55d7m,2025-10-19T06:53:03Z,6143,6143,xz2z23ex,King_bay,Japan,N64,Yes
87,yvjrweoy,88,http://www.speedrun.com/sm64/run/yvjrweoy,2018-11-03T07:58:08Z,6144,6144,0jm7n3nj,phantaxx,United States,N64,Yes
88,y9v5v92m,88,http://www.speedrun.com/sm64/run/y9v5v92m,2022-04-22T21:39:52Z,6144,6144,y8d2v2mj,ChipGroove,United States,N64,Yes
89,y91ndn2m,90,http://www.speedrun.com/sm64/run/y91ndn2m,2020-10-22T14:39:22Z,6146,6146,0jml0zy8,akki,Japan,N64,Yes
90,emk5kgxm,91,http://www.speedrun.com/sm64/run/emk5kgxm,2015-12-07T00:13:54Z,6148,6148,zxzvprjq,toastrider91,Chad,N64,Yes
91,z5pdjrgm,92,http://www.speedrun.com/sm64/run/z5pdjrgm,2023-06-14T22:08:08Z,6153,6153,qxk4wo6j,saksdal,United States,N64,Yes
92,y8w5o2ny,92,http://www.speedrun.com/sm64/run/y8w5o2ny,2024-07-03T23:25:31Z,6153,6153,86nrm5qx,taylor3311,Japan,N64,Yes
93,zg61vj0m,94,http://www.speedrun.com/sm64/run/zg61vj0m,2025-08-23T00:47:55Z,6155,6155,8enge328,BenedictFleur123,Netherlands,EMU,Yes
94,zx4e5lky,95,http://www.speedrun.com/sm64/run/zx4e5lky,2019-05-12T05:10:26Z,6162,6162,kj9ylvx4,V1RO,Canada,N64,Yes
95,z5dqn9em,96,http://www.speedrun.com/sm64/run/z5dqn9em,2021-11-23T03:03:25Z,6166,6166,98r70w3j,Heisenburger,United States,N64,Yes
96,yvr5398z,97,http://www.speedrun.com/sm64/run/yvr5398z,2022-07-09T22:42:31Z,6172,6172,8rpp0egj,Bluth,United States,N64,No
97,m37g7q4z,98,http://www.speedrun.com/sm64/run/m37g7q4z,2021-08-18T20:40:07Z,6173,6173,dx3q74qj,chubby,Norway,N64,Yes
98,y4o941kz,99,http://www.speedrun.com/sm64/run/y4o941kz,2023-04-29T11:09:15Z,6175,6175,x359w0kj,mads_x3,Australia,N64,Yes
99,ydj66ljy,100,http://www.speedrun.com/sm64/run/ydj66ljy,2023-05-14T06:10:19Z,6181,6181,1xyw6wn8,markinator99,United States,N64,Yes
100,z5w9vogz,101,http://www.speedrun.com/sm64/run/z5w9vogz,2025-09-13T21:36:18Z,6182,6182,86nnlvqx,Banova8,France,N64,Yes
101,y9l7xxny,102,http://www.speedrun.com/sm64/run/y9l7xxny,2021-12-08T14:23:06Z,6194,6194,1xy05zjr,turara32767,Japan,N64,Yes
102,mr4jrggz,103,http://www.speedrun.com/sm64/run/mr4jrggz,2021-01-13T23:44:27Z,6196,6196,zxz97kn8,Drogie,Switzerland,N64,Yes
103,pm3wjwy0,104,http://www.speedrun.com/sm64/run/pm3wjwy0,,6202,6202,dx351yqj,siglemic,United States,VC,No
104,nz1e5l7y,105,http://www.speedrun.com/sm64/run/nz1e5l7y,2017-02-22T13:48:28Z,6203,6203,,,,N64,Yes
105,mr5v2x2y,105,http://www.speedrun.com/sm64/run/mr5v2x2y,2026-01-02T13:08:16Z,6203,6203,8voq1v2x,Autonachick,Japan,N64,Yes
106,y2dn2e7z,107,http://www.speedrun.com/sm64/run/y2dn2e7z,2020-12-18T08:13:58Z,6205,6205,qjnz771j,jane_dair,United States,N64,Yes
107,zqqg4orz,108,http://www.speedrun.com/sm64/run/zqqg4orz,2024-08-07T11:48:28Z,6206,6206,,,,N64,Yes
108,y8px07dz,109,http://www.speedrun.com/sm64/run/y8px07dz,2024-09-05T06:35:04Z,6207,6207,dx35yzej,TriforceTK,United States,N64,Yes
109,mkw975lm,109,http://www.speedrun.com/sm64/run/mkw975lm,2025-05-03T09:26:13Z,6207,6207,pj0vn53x,Apeduden,Norway,N64,Yes
110,yvqnqw4m,111,http://www.speedrun.com/sm64/run/yvqnqw4m,2022-02-23T23:42:12Z,6208,6208,8gr94w1x,tomkabs,Canada,N64,Yes
111,zq3nkk8y,112,http://www.speedrun.com/sm64/run/zq3nkk8y,2019-03-17T03:04:04Z,6210,6210,,,,N64,Yes
112,y8kenrdy,112,http://www.speedrun.com/sm64/run/y8kenrdy,2023-11-04T18:47:04Z,6210,6210,qjo3kk7j,Fuff,Canada,N64,Yes
113,y8g6njxz,114,http://www.speedrun.com/sm64/run/y8g6njxz,2025-07-16T16:54:31Z,6211,6211,pj0zm38w,Geenix,United States,N64,Yes
114,z15wpdwy,115,http://www.speedrun.com/sm64/run/z15wpdwy,2020-08-31T22:05:01Z,6212,6212,o86nzl0x,Xoofey,United States,N64,Yes
115,y602kr0y,115,http://www.speedrun.com/sm64/run/y602kr0y,2022-06-17T08:25:19Z,6212,6212,kjpoery8,Falcon,Canada,N64,Yes
116,z1653v9m,115,http://www.speedrun.com/sm64/run/z1653v9m,2025-05-16T00:22:12Z,6212,6212,jo30mmnj,FelizAvis,United States,N64,Yes
117,dy4jlnyl,118,http://www.speedrun.com/sm64/run/dy4jlnyl,2024-05-04T08:44:56Z,6217,6217,pj0e6nm8,Issey,Brazil,VC,No
118,zg63w4dm,119,http://www.speedrun.com/sm64/run/zg63w4dm,2025-04-20T04:28:05Z,6222,6222,j2w1w5lj,RONC3NA,United States,N64,Yes
119,emk4np5y,120,http://www.speedrun.com/sm64/run/emk4np5y,2015-01-28T18:51:49Z,6227,6227,qjo2pq38,Haliinen,Sweden,N64,Yes
120,y8wgq91y,120,http://www.speedrun.com/sm64/run/y8wgq91y,2024-05-30T13:50:01Z,6227,6227,qxk241kx,Heyzeus,United States,N64,Yes
121,ylpgo3rm,122,http://www.speedrun.com/sm64/run/ylpgo3rm,2025-04-14T18:08:47Z,6228,6228,8e6k1loj,Phoenix,Australia,N64,Yes
122,z1x23o7m,123,http://www.speedrun.com/sm64/run/z1x23o7m,2021-09-04T17:35:29Z,6232,6232,qjoe6e86,Widdit,United States,N64,Yes
123,y287qvwy,123,http://www.speedrun.com/sm64/run/y287qvwy,2025-06-12T03:40:36Z,6232,6232,j4rg3z58,CheesyLeech,United States,N64,No
